,comment,Label
706,"amatör bir film gibi. bu puani katiyen hak etmiyor. insallah devamini getirmezler. 
",0
707,"jim carreye yakismayan bi film,senaryo bu kadadar mükemmel bir oyunculuga yetememissss. ben gitmeyin derim,zorla gülmeye çalisiyorsunusss. 
",0
708,"fox tvde her 1-2 ayda sansürler yüzünden 150 dk yayinlanan saheser.kesinlikle orjinal dilinde ve dvdde izlenilmeli. 
",1
709,"bence 'oyuncak hikayesi 3' e gidin..en azindan yetiskinlere o daha çok hitap ediyor... 
",0
710,"izledikçe daha çok vur, daha çok öldür diyorsunuz. çok sürükleyici ve etkileyici bir film. kendine has bir üslubu var. mutlaka izlenmeli.. 
",1
711,"iste bu.... 
",1
712,"ilginç olan bu filmdeki hikayeye benzer bisey yasamis olmam. çok sükür ki musallat olandan kurtuldum.... 
",0
713,"aslinda bunun katilikla alakasi yok sadece saygi duyulmali bazi seylere...vampir dedigin dedigim gibi olur tepkim böyle usta bram stockera saygi. 
",0
714,"hayatimda izledigim en iyi filmlerden biri muhtesem bir film tom hanks performans  filmde 10 üzerinden 10. 
",1
715,"irak yerine yanlislikla meksikaya giden birkaç amerikan askerin hikayesi..çok basit espriler,davranislar var.sikilabilir,gülmeyebilirsiniz.gerçek komedi filmleri varken bu filmi izlemeye degmez.. . 
",0
716,"desterenin beyazperde puani suan 3,1 acaba rekoru kirilir mi bu film ile onu çok merak ediyorum ayrica salih kalyon hariç diger oyuncularin hepsi amatör insallah yanilirimda türk sinemasi iyi bir filme kavusur diyecem ama konu itibariyle çok zor görünüyor. 
",0
717,"hollywood emekli aktörler derneginden çikma bir film gibi duruyor.kadroda bolca ünlü oyuncu yer aldigindan ilgi çekecegi muhakkak ama açikçasi benim filmden çok bi beklentim yok.muhtemelen abartili bir çok sahnenin yer alacagi ucuz aksiyonlardan biri olacaktir.izleyince görürüz,umarim yanilirim 
",0
718,"izlenmesi gereken filmlerdendir.. 
",1
719,"harika bir filmdi.mel gibson,senaryo,müzik,diger oyuncular her sey harikaydi.müzikleri de çok etikledi bni.tv de sansürlü izledigim halde bu kdr begendiysem dvd de izlesem nolur siz düsünün. !. 
",1
720,"kaliteli oyuncular iyi oyunculuklar vasati senaryo . 
",0
721,"bes para etmez. 
",0
722,"izledigim en saçma filmlerden biriydi. o kadar ask filmi izledim hiç böyle saçmalanmisini görmedim. bu kadar bos bir film olmaz.filmin adina ve basrol oyuncularina bakipta izleyim demeyin . 
",0
723,"güzel film.asansör sahnesinde kalbim duracakti sanki.çok ürpertici ve korkunç.mutlaka izleyin.bu arada 1408 adli film ile benzerlikleri çok var.aniden degisen odalar.aniden ortaya çikan ruhlar vs....sonunda konusu sapitsada izlemeye deger.. 
",1
724,". 
",1
725,"film bir sey anlatmaktan uzak,oyunculuklar vasatin altinda,senaryo ilgi çekmiyor..salondan çikmak istedigim ender filmlerden..bu yönüyle takdire sayan... 
",0
726,"bence tüm zamanlarin en kötü filmlerinden biri.. çok sikici.çok klise.. ilk filme göre çok çok basarisiz. . 
",0
727,"filme girerken çok umutluydum fakat çok büyük bir hayal kirikligi yasadim. film sirasinda sürekli simdi heyecan verici birsey olacak diye beklemekten salondan çiktigimda yorgun düsmüstüm. üstelik etkileyici bi rsahne bile olmadi.. 
",0
728,"filmini çekmekle ugrasmayi fotoroman olarak birakmaliymislar , bosuna zaman kaybi. 
",0
729,"rhopipe£ye cani gönülden katiliyorum film baslayip edward bellaya benimle evlenirmisin deyip bitseydi su çöp yiginindan daha iyi olurdu çünkü filmdeki tek olay bu. 
",0
730,"güzel bir filmdi film modern bir masal gibi ama gayette hos olmus sonunu tahmin edebiliyorsunuz çogu masalda öyledir ve mutlu sonla biter bu filmde öyleydi gayet hos buldum.... 
",1
731,"quantin tarantinonun ne kadar iyi bir yönetmen ve samuel jackson in da ne kadar iyi bir oyuncu oldugunu görmek isteyenler bu filmi izlesin .... 
",1
732,"sirf ali sürmeli var diye seyrettigim ama begenmedigim bir film.vermek istedigi mesaj yerine ulasmamis dar kaliplara sigdirilmis konuyu bir türlü açamamis.. ama yinede . 
",0
733,"gayet klasik pek de komedi olmayan bi filmdi... 
",0
734,"rezalet,kizmayin ama tam çöpe atilacak bir film,sinema salonunda millet sohbet edip kakara yapmaya basladi.bu ne türk sinemasi ne hale geldi ya!. 
",0
735,"çagan irmaga yakismadi bu filmama 2. bölüm güzeldi. en azindan neye varmak istedigini anladim sonuna dogru 
",0
736,"film oldukça güzeldi dramiiyi hazirlanmis be diger film(atalarimizinbayraklarindan)kat be kat güzeldi sonu çok iyi hazirlanmis bir film. 
",1
737,"harry potterin en kötü filmiydi diyebilirim.. hiç begenmedimm. 
",0
738,"en sevdigim filmlerden biri. 
",1
739,"çok durgun ilerliyo,hatta sonlara dpgru yeter artik bitsin diyosunuz.puani enfazla 7 olabilecek bir film.bu türü sevenler birde cennet gibiyi seyredin.aradaki farki anliyacaksiniz.... 
",0
740,"fene degil. 
",1
741,"cok kotu.kurgusuz ve izlemeye degmicek bi film. 
",1
742,"harika yani insanin dinimizin dogusunu mükemmel bi sekilde beyazperdeye uyarlanmiss anthony quinn oyunculugu kusursuz bas yapit. 
",1
743,"flim hem kisa hem dön dolas ayni sahleri izlemek sikici bence güzel degil. 
",0
744,"kesinlikle çok güzeldi john cusack tek basina götürmüs filmi muhtesemdi. 
",1
745,"her ne kadar filmi yönetmese de filmin yapimcisi olan steven spielbergün isin içine gerekenden çok girdigi heryerden belli.uzaylilari vahsi bati hariç her yere indirmisti.bir tek burasi eksikti.onu da bu sayede tamamlamis oldu.yazik.... 
",0
746,"bu film bile bu puani aldiysa artik yuh diyorum yaa. 
",0
747,"gerçekten güzel bi film.bazi yerleri uzatilmis ama izlemek lazim.otur izle. 
",1
748,"film tam anlamiyla berbat.. tamamen zaman kaybi..çok abartili bir senaryo... zaten filmin yarisinda çiktim... paraniza ve zamaniniza yazik siddetle gitmemenizi tavsiye ediyorum !!. 
",0
749,"oldukça güzel bir film iyi ki izlemisim  
",1
750,"müzikal seviyorsaniz izlemenizi tavsiye ederim.. eglenceli bir filmdi.. . 
",1
751,"saçma ve gercekdisi bir konu. 
",0
752,"vasattan öteye gidemeyen, insanlara küfrederek, hakaret ederek ve asagilayarak güldürü yaptigini sanan, teknik açidan oldukça kötü, tvde bile zor dayanilabilecek kötü bir film serisinin üçüncü ayagi. espriler orta 2ye giden çocuklarin yapamayacagi seviyede.. 
",0
753,"filmi bugün izledim gerçekten son zamanlarin en iyi dram filmlerinden biri... oyunculuk da senaryo da çok iyi herkese tavsiye ederim  
",1
754,"hayalkirikligi, sinema adina birsey yok. oyunculuk yok çocuklar kendi oynuyor, kurgu, efekt, konu zayif. dogal bir yasami zayif bir kamera ile çekmis. merak için izlenebilir. 4 puan. 
",0
755,"3d tecrübesini daha önce yasamayanlar kesinlikle kaçirmamali...çok eglenceli.. 
",1
756,"film senaryosu ve akil dolu sahneleriyle '' su anda sirri ariyorsunuz ama bulamazsiniz çünki dikkatli bakmiyorsunuz. siz sirri çözmek degil, kandirilmak istiyorsunuz.'' müthis gerçekligiyle olaganüstü bir film. kesin izlenmelii. . 
",1
757,"cinsellik film konusunu olusturuyor.o yüzden erotik sahneleri fazla bulabilirsiniz.ama senaryo o kadar zekice yazilmis ki filmin ikinci yarisinda gerçeklesecek olan olaylara inanamayacaksinz.kim ne derse desin korku-gerilim tarzi filmleri seviyorsaniz kaçirmayin.. 
",1
758,"son zamanlarda izledigim en iyi filmlerden biri özellikle finali çok güzel baglamislar,sikilirim diye basladigim filmin basindan hayranlikla kalktim.. 
",1
759,"film gerçekten beklenilen düzeyde degildi. daha iyisinide yapabilirlerdi ama genede güzel tebrikler.... 
",1
760,"vampir yazisini görüpte ön yargili davranmayin tom cruise ve brad pitt ile belkide en gercekçi vampir filmi yapilmis ex ex ex ex mükkemmel...gercekte vampirler olsa böyle okurdu galiba. 
",1
761,"hüzünlü bir film ama yine mutlu oluyorsunuz izlerken.. gözleridoluyor insanin ama yüzünde bir tebessüm birakiyor yine de. çok güzel bir filmdi.. ben yalniz izledim ama sevgili ile izlenirse daha etkili olabilir.. 
",1
762,"kesinlikle izlemenizi öneririm.. arsivlik bir film... 
",1
763,"kesinlikle gitmeyi düsünmüyorum. 'eskiya' filmi disinda malesef adam gibi türk filmi görmedim filmin fragmanini 3 defa gördüm, pek gidilesi bi film gibi durmuyor açikçasi, korsan dvdsine 3-4 lira vermege bile degip degmeyecegine emin degilim.. 
",0
764,"para kazanma amaçli yapilan berbat bir devam filmi olmus!ben birincisine bayilmistim ama bu tam bir hayalkirikligi! allah’tan sinemada falan gitmemisim de dvd’sini kiralamisim! . 
",0
765,"bu yönetmen ve senaristin 2 filmi var biri 18 ler takimi digeride bu ikisi 2.8 fazla alamamislar yani ne diyim bu filmin için harcanan zamana na mi paraya mi bilemiyorum. 
",0
766,"çok güzel bir intikam filmi olmus.filmi izledikten sonra kendinizi rahatlamis hissediyorsunuz.... 
",1
767,"o kadar da güzel bir film deil 6 lik bir film en ii amerikan komedi filmi demeyin lütfen amerikan komedi filmi izlememissiniz herhangi bir amerikan pastasi filmi bundan kat kat ii ve güldürücüdür. 
",0
768,"yarisinda terkettim musallat filmini. artik internette yazilan gidin iyiydi yorumlarina inanmam,film inanilmaz kötüydü.. 
",0
769,"inaniyorumki burdan 3 arkadasla kafa kafaya versek,filmin emdigi 2 saatte daha dolgun bi yapit çikartabiliriz ortaya..en azindan sunu basarabiliriz, izleyiciyi esnetmeyiz  
",0
770,"prestij tipki bir sihirbaz gibi sasirtiyor izleyiciyi! senaryosu ve kurgusuyla harika bir yapim gerçekten de, izlenmeli.. 
",1
771,"sinemada kurgunun, senaryonun, oyunculugun, yönetmenin ne demek oldugunu nasil iyi yapilacagini çok iyi anlatan türünde kült olabilecek örnek bir yapit. hersey sahene, zaman, mekanlar, kostüm, müzik vs.. oyuncular ise beni sok etti. özellikle bale film finalinde bunu çok iyi kanitladi.. 
",1
772,"nicholas cage in en iyi filmlerinden biri film kendini birkaç kez izlettiriyor nerdeyse televizyonda her görüsümde izlemisimdir bos yere kötü yorum yapmaya gerek yok 10 üzerinden 10. 
",1
773,"genel de sinema da korku ve gerili filmlerini izlemeyi severim.ama izledigim en kötü filmdi tavsiye etmem.... 
",0
774,"inanilmaz kötü bir film tamamen para ziyani. 
",0
775,"vakit geçirebileceginiz pazar günü televizyon filmleri tadinda olan bi sey..ama 8.2 puani haketmiyor bence 7 civari bisey olmaliydi belki sikilmiyorsunuz ama basitligi çok ön planda..bu yüzden 7 veriyorum. 
",0
776,"gayet iyi bi film olmus savas halini ve sözde baris halini çok iyi anlatmis. . 
",1
777,"filmi izledim.yapilan tanitimlar fragmanlar bende filmin görsellik açisindan çok iyi oldugu izlenimini yaratmisti ama izledikten sora öyle olmadigini düsünüyorum çok eksik konu olarak da izlenebilir yinede. 
",0
778,"safak sezer , aydemir akbas bakalim hangisi daha çok küfür edecek  yazzik ya üzülüyorum gerçekten,yabanci film olsa oyuncular tanidik olsa bu kadar önyargili olmam ama yapacak birsey yok millet olarak hep ayni seyleri yapmayi adet edinmisiz.... 
",0
779,"tarihte ingiliz sömürgesi olan devletler,bu tür filmlerden çokça üretmistir.ancak,cesur yürek tartismasiz 1 numara.titanic ve godfather ile birlikte müzik dalinda cesur yürek'in yeri baskadir...özellikle catherine mccormack'in attan düsme sahnesi harika ve çok ama çok dogal.... 
",1
780,"berbat fim. . 
",0
781,"arkadaslar böyle basit ve saçma bir film izlememistim konu yok oyunculuk zayif kisacasi bu filmi izledikten sonra vay halimize dersiniz. 
",0
782,"tamam kadro güzes olabilir oyuncular süper ama film berbat bukadar saçma bukadar siradan bir konuyla film çekilmez artik bunlar klasik film konusuna girdi bence bosu bosuna zaman kaybi hiç gitmeyin derim dvd sini alip evde izleyebilirsiniz . 
",0
783,"çagan irmak istersem sizi yerlerde süründürürüm aglamaktan ama araya mizahi ögelerden koyayimki içinizin çilki çikmasin demis.siradan islenen bir yesilçam konusu fakat iyi bir yönetmenin elinde nasil bir hal aliyor ortada. çok güzel film tsk çagan irmak ve emegi geçen herkese. 
",1
784,"en iyi 10 filmim arasindadir. bu film sadece bir vampir filmi olmanin çok daha ötesinde. izlemezseniz çok sey kaçirirsiniz.. 
",1
785,"film öncelikle iyi bir film yani izlenebilecek bir film.ksinlikle kötü degil.ama bir yerden sonra insan biraz sikildigini hissediyor.sanki gereksiz yere uztmislar.ama senaryo ve kurgu iyiydi derim.bu arada kevin costner da çok iyidi tabii ki.. 
",1
786,"mükemmel ötesi. 
",1
787,"prestij kadar ii bir sihirbazlik filmi islememistim.. sok bi son son yane.filmin sonunda kopuk bi vaziyette kaldik abi yaa... kisacasi 10 numara.... 
",1
788,"tam bu filmi izlerken bir yakinimin ölüm haberini aldim..o yüzden ne zaman bu filmi görsem içim bi degisik oluyor... 
",0
789,"hugh jackman a hastayim ama bence bu filme 9.1 çok..sihirbaz in senaryosu ve sasirticiligi daha fazlaydi..asil o film hakediyo 9 un üstünü..ama tabi bu filmede hayir demem.. . 
",1
790,"çok iyi bir öykü, muhtesem oyunculuk ve usta görsel efektler bir araya gelince böyle güzel bir film ortaya çikmasi kaçinilmazdi.bir tek oyuncu ile bir film bu kadar sürükleyici olabilir.son ana kadar heyecanim ve merakim sona ermedi.. 
",1
791,"hayatimin 2 saati bosa gitti. bunu filmi üstelik hd olarak izleyen ve vampir filmlerini çok seven birisi olarak söylüyorum. senaryo sifir, efektler saçma, konu çarpitilmis... . 
",0
792,"verdigim paraya yazik..safak sezere hiç yakismamis..tamamiyle zaman kaybidir..filmin ortasinda çikanlari sayamadim... 
",0
793,"çok güzel bir film olmus çok güzeldi açikçasi çok begendim mutlaka izlenmeli. 
",1
794,"izledigim en berbat türk filmlerinden. 
",0
795,"izledigim en iyi film. tekrar tekrar izlemekten sikilmadigim bir film. 6-7 kez izledim ama yine izlerim. bu filmi izlemeyen birisi film izliyorum diye geçinmesin. 
",1
796,"gerçekten çok güzel bi film sonuda çok üzücü ama kafamda bir soru isareti var neden sinemalarda oynamöadi çok güzel bi film olmasina ragmen. 
",1
797,"harika bir film,bazi yerlerde agladim,bazi yerlerde güldüm,filmin her dakikasi buram buram romantizm kokuyor,filmin etkisinden uzun süre cikamayacaginiza eminim.ayrica filmde calan love you till the end sarkisi çok güzeldi  
",1
798,"benim gerçekten çok hosuma gitti.. savas sahneleri etkileyiciydi. izlemenizi öneririm.(edmunda dikkat)=)). 
",1
799,"oldukca vasat,bayagi uzerinde hic dusunulmemis dialoglar,basit kostumler,yavan ve agdali oyunculuklar...son zamanlarda izledigim en kotu film malesef.... 
",0
800,"film berbat bir anime hastasi olarak bütün bölümlerini 15 20 defa izlemis biri olaraka filmle gerçegi arasina uçurum var karakterler hiç olmamis özellikle goku ve hocasi klasik amerikan gençlik filmi gibi zzzzzzz. 
",0
801,"tahmin yaptim arkadaslar filmi izledim demedim,10 üzerinden 4 alirsa basari olur dedim,iyi okuyalim lütfen. 
",0
802,"çagan irmak türkiye’de nadir bulunan yönetmenlerden bence...film yönetmeyi çok ii biliyo ve seçtigi oyuncular da harika.bence babam ve oglum da böle ben de izlediim en ii türk filmi diyebilirim bu film için rahatlikla . 
",1
803,"dvd sini nerdeyse 3 hafta önce izledim.ve sasirdim demekki hala vizyona girmemis.bence süper süper bir müzikal.kostümler de harika 60 li yillari yasatiyor adeta.. 
",1
804,"tek kelime ile muhtesem bir film.robert de niro'nun oyunculugu muhtesem kaçirilmamasi gereken bir film ve devaminin çekilmesi lazim.. 
",1
805,"çok hos bi filmi gerçekten komik,egelenceli,sikmayan bi havasi vardi konuda güzel olums 10 üzerinden 9 hakketti. 
",1
806,"çok çalisilmis dans gösterileriyle ve sarkilarla izleyicilere sunulmus bir ziyafet...gençligin dinamizmiyle birlesen tecrübeli oyuncular...çok güzeldi. 
",1
807,"sinemada izlemem izlenebilirligini artirdi sadece , yoksa bi özelligi orjinalligi olmayan bi film... 
",0
808,"film güzel gerçekten ama sonlara dogru birseyler eksik gibi gelmeye basliyor. biraz daha ugrasilsa 10 numara film olabilirdi. gereksiz hizli geçiliyor son kisim. yine de siddetle tavsiye ediyorum.. 
",1
809,"filmi ilk çiktigi zaman izlemistim, çok begenip 2 kere gitmistim sinemaya . üzerinden o kadar zaman geçmesine ragmen hala her sahnesi aklimda!. 
",1
810,"ya bu filme 9 puan veren adam utanmali yaw film süper. 
",1
811,"en güzel özelligi açik uçlu bir senaryoya sahip olmasi ve izleyen insanlari düsünmeye zorlayip, farkli kutuplara çekmesi.... 
",1
812,"geçen gün dvdsini aldim daha sanirim türkiyede vizyona girmedi çok seker bi film özellikle dax ve danew ini oyunculugu bomba. 
",1
813,"mükemmel kelimenin tam anlamiyla mükemmel bir film hiç de sikilmadim will smith de inanilmas oynamis. 
",1
814,"kelimenin tam anlamiyla vasatin altindaydi.sadece ilk kirk dakikasini izleyebildim.sonra dayanamadim kapattim.. 
",0
815,"çizgi filmde önemli olan küçük filmde atlanmis sadece esas konuya deginilmis. bu durumda filmi beklenilenden kötü yapmis. özellikle filmde 3. boyut adina nerdeyse hiçbir sahne yok. bu serinin ilk filmi oldugu için, sinemaya giderken pek fazla beklentiler içerisinde olmamanizi öneririm.. 
",0
816,"filmin ilk yarisi erotik ikinci yarisi vahset.. ama yinede çok gerçekçi bir film.. çok da güzel... 
",1
817,"kesinlikle izlenmemesi gereken berbat bir amerikan filmi.. 
",0
818,"hayatimda izledigim en güzel bilimkurgulardan biri bence oscar bu filme layik degil oscar üstü biseyler verilmeli. 
",1
819,"yine o son zamanlarda yapilan dünyanin sonu veya felaket filmlerinden bi tanesi .aksiyon beklntisi olanlar filmi izlemeken zevk almayabilir,çünkü aksiyon yok denecek kadar az.öylesine izlenecek bi film .yani aman amn bi film degil.çok sikiliyo insan kasiyo biraz.ben begenmedim. 
",0
820,"rezalet bir film giderek bosuna zamaninizi ve paranizi kaybetmeyin , nasil 7 puan almis ona sastim , gayet berbat bir film. 
",0
821,"john goodman'in kariyerine en büyük darbeyi vurdugu bu filmi ilkokul çagindaki çocuklara öneriyorum.. 
",0
822,"bence muhtesemdi..sinemada izledigim için çok mutlu oldum...wwooowwww dersiniz...demelisiniz... bilim kurgu..fantastik.. yani budur iste yaa..bayildim öldüm bittim... favorim.... 
",1
823,"bir sürü güzel yorumu okuyarak gittim, bende begenmedim, haluk bilginer ve mustafa sandal iyiydi. baska iyi bir sey göremedim. evinizde izleyebilirsiniz.. 
",0
824,"çok eglenceli çok anlamli bir film.aile olmanin önemini çok güzel bi sekilde anlatmislar.izlenmesi gereken bir film.... 
",1
825,"bu ne bee yani bende bisey zannettim. filmin afisine bakipta aldanmayin. kötü çok kötü. 
",0
826,"kötü , gerçekten kötü. tam bir hayal kirikligi...çizgi filmini çok sevmis ve bu filmi hep beklemistim ama çok üzüldüm. çok iyi bir film olmasa da olur du ama bu kadar da kötü olmaz ki ??? film kesinlikle 12 yasin altina göre.... 
",0
827,"bu ne yaaaaaaaaaaaaaa ben bile daha iyi film çekerim notum 0.0.0.0.0.0.. 
",0
828,"güzel film ...tavsiye ederim..  
",1
829,"aktörler dekorlu güzellestirmek disinda bir ise yaramiyorlar, hepsi birbirinden kötü. 
",0
830,"bu filmi alirken çok merak ederk almistim ama tam bir düs kirikligi yasadim filmin yarisi porno üzerine kurulu ve dier yarisi iskence bu tür filmlerden iireniorum. 
",1
831,"eyyyy ahalii,,, harbi on numara film. filmin stili, öldürme tarzlari, kevin bacon un oyunculugu sahane... kesinlikle izleyin.... 
",1
832,"fragmani baska yerden izleyip buraya yorum mu yaziyorsunuz fragmani bulamadim ben bu sitede. 
",0
833,"bende filmi begenenlere inanamiyorum. filmin yarisi flu goruntulerle geciyor. ani sesler ve goruntulerle insanlari korkutmayi denemisler. basit bir film. tavsiye etmem. 
",0
834,"oyuncuya bakarak izleyebileceginiz filmlerden birisi.acayip bi konusu yok fakat anthony hopkins yine muhtesem ,adeta oyunculuk dersi veriyor.. 
",1
835,"filme dün arkadasimla birlikte gittik.ve ikimizde hiç bisey anlamadan oradan ayrildik.resmen hayal kirikligi yasadik.film gerçekten çok kötüydü.oyuncular,kostümler hersey çok güzel fakat konu olarak hiç begenmedim.babam ve oglumdan sonra çagan irmak beklentileri kesinlikle karsilayamamis.. 
",0
836,"arkadaslar siddetle filmi size tavsiye ediyorum son zamanlarda izledigim en iyi filimlerden hayatin gerçeklerini yüzünüze tokat gibi vuran yüregimi acitan bir filim olmus.filimde gözlerim dolmadi hiç sadece kendimi tutamadim hiçkira hiçkira agladim ulasmis will simith muhtesem bence. 
",0
837,"twk kwlimw muhtesem tabi bir neil ganman serisi takipcisi olarak olaya birazda yanli baktigimi var sayarsak film muhtesem ozelliklede olayin cok farkli bir boyutta var olmasi bilindik hikayeleri gibi her zaman varlar fakat biz goremedik  
",1
838,"öylesine gittigim bi filmdi ama çok eglendim. demek ki romantik komedi de o kadar asagilanasi bir tür degilmis. fransizlar yapmis merak eden varsa buyursun gitsin, çok eglenecek.. 
",1
839,"hayyam gariboglunun yegeni kiz arkadasini ayni bu filmdeki gibi dogradi. böyle zararli filmleri potesto ediyorum!. 
",0
840,"bence çok güzel bir film.izlemekten de asla sikilmam.film 3 sekilde anlatiliyor.olmadi bir daha olmadi bir daha ve sonunda sans yüzlerine gülüyor hem de baya gülüyor.franka potenteyide moritz bleibtreude çok seviyorum.ikisinin oldugu bütün filmleride seviyorum.. 
",1
841,"arsive koyabilecegim bir film. yillar sonra bile heyecanla izlenebilicegini biliyorum.. 
",1
842,"insani germeyi basarammais,konusu vasatin altinda,bazi ölüm sahneleri ile film kurtarilmaya çalisilmis bir film puan bence fazla hakki en fazla 5.filmin sonu gelsin de görelim ne olacak diyorsunuz.. 
",0
843,"valla her zaman diyorum bu kele utanmadan hala film çekiyorlar hala jason stathamden bruce willis yaratmaya çalisiyorlar ama olmuyo olmuyo berbat berbat ötesi bir film robert knepper olmasa hiç izlemezdim onun için izledim ama tek kelimeyle vakit kaybi. 
",0
844,"insanin içinde olumlu ya da olumsuz hiçbr duygu uyandirmayan; politik desen degil, romantik desen degil, dram desen degil, aksiyon desen hiç degil, komik desen o da yok bir filmdi kendileri...izlemeseniz gerçekten hiçbir sey kaybetmezsiniz. safsatadan ibaret.... 
",0
845,"aglamaktan perisan oldugum bir filmdi.. 
",1
846,"igrenç bi film gelmis geçmis en korkutucu degeri olmayan film diyebilirim zaman ve para kaybi. 
",0
847,"berbat. bu filme 685.000 seyircinin gitmesi üzüntü verici. arkadaslarimin gülüp, egleniriz israri üzerine gidip bir milyon kere pisman oldugum verdigim 10ytl 'nin 1 kurusunu haketmeyen berbat bile degil 'gerçekten berbat' film.. 
",0
848,"oyuncu - christian bale olurda film güzel olmazmi 5 kere izledim + kaç kisiye izlettim hatirlamiyorum herkez hasta oldu filme ama dedigim gibi oyuncu büyüsü var film büyüsü yok sabirsizlikla dark knighti bekliyorum christian bale bütün filmlerini izlemenizi tavsiye ederim iyi seyirler. . 
",1
849,"burleks ne yazmis çözemedim.. film felaket 3-4 sefer fragmanini izledim ama filmi izlemek kismet olmadi saçma görünmesi halinde kendini izleticek bir film olduguna inaniyorum... 
",1
850,"mumyanin çünde ne isi var. bu aralar çin tarihiyle okadar cok film çeviriyorlarki gören duyanda bisey sanacak. çin seddinin yapilis amaçini hatirlatirim. neyse film benim için vasat ötesi . zaman kaybi. 
",0
851,"tamamiyle cocuklara yonelik ..... yasiniz 13 ve alti ise izleyin yoksa uzak durun .... 4-10 efectler icin .... 
",0
852,"tamamiyla berbat ötesi.... 
",0
853,"sikici. robert de niro'nun yan rolünün de filme hiç bir katkisi da yok... . 
",0
854,"bi filmde bu kadar siradisilik olmas bi arada rodrigez mi yoksa tarantinomu deidim acaba yönetmen film güsel hos eplenceli ama ben size baska bi statham filmi öneriyim revolver ama iiki kisi izliyin film bitince birbirinizin agzini kapatirsiniz. 
",1
855,"yok böyle bi film. çember film diye nitelendirilen, (sonu ile basi ayni zaman) ne kadar üstad varsa hepsinin rol aldigi, üstüne bi de tarantinonuin yönetmenligini yaptigi bir basyapit!. . bu kadar basit bir konu ve bu kadar dar bir zaman dilimi bu kadar güzel mi islenir.. 
",1
856,"izlemeye deger ve sizi sürükleyecek kadar iyi islenmis bir film karayip korsanlari kadar fantastik vede süper bir asik olma hikayesi ii vakit geçirmek için kaçmaz....... 
",1
857,"bence sikici. 
",0
858,"kadro süper abi... kurgu da... baska da bir seye gerek yokl zaten aramayin bosu bosuna açigini.. tam aile filmi... 
",1
859,"bu harika filmi illizyonistle kiyaslamayalim lütfen.prestij izledigim en iyi filmlerden biri burdaki bütün iyi yorumlari gerçekten hak ediyor.izlemeyenler mutlaka seyretsin.. 
",1
860,"sakin gitmeyin, igrenç bir film. kutsal damacana filminin komedi olmayani. bi ara muratgilin damindan sarkisi söylemeye baslayacak zannetim. verdi kutsali verdi kutsali.. 
",0
861,"hayatimda izledigim en güzel flimlerden bir tanesiydi flim çok sürükleyiciydi gerçekten mükkemmel bi senaryo bu flimme diyecek bi söz bulamiyorum bence aldigi 7 osakarida sonuna kadar haketmis ölmeden önce izlenecek flimlerden bi tanesi . 
",1
862,"çok buyuk bir istekle gittim o kadar abartilara göre cok saçma bir film cikti hüsrana ugradim.cok saçma ve anlamsiz sonunda neden kizi tekettigini kendisi bile bilmiyorr saçma sapan anlamsiz pismanliklarla dolu bir film .cok berbat paraniza yazik etmeyin .güzel diye yazilan yorumlarada inanmayin. 
",0
863,"bu filmi izlemediyseniz,bence izlemeyin bir ihtimal daha var ,oda abuzer kadayif’i izleyin. (arkadaslar izlemediginiz yada fragmanlarin gazina gelipte filmlere yüksek not verip izleyicileri yaniltmayalim lütfen.300 filminde niçi bu ugurda sinema severler olarak sehit ve gaziler verdik )  
",0
864,"tokyo yarisi kadar güzel degildi ama yinede idare eder bence filmde lucas black de olabilirdi.yinede daha uzatilmamali isin civini çikarmasinlar.... 
",0
865,"ben film genelini begenmedim arkadaslar sikti beni izlerken. 
",0
866,"çok büyük hayal kirikligina ugradim , bazi efektler güzel sayilabilir ama oyuncularin performanslari iyi degil. 
",0
867,"cok kotuydu eger makaslanmamissa sahneler bu adam filmden hiç anlamiyor. 
",0
868,"yeni izledim çok güzel bir filmdi..bence mutlaka arsivinizde olmasi gerekir. 
",1
869,"kaliteli bir film ,içinde tartisma yaratacak çok yer var..kazanmak için adamlar neleri feda ediyorlar...final güzel olmus..arada olanda kadinlara olmus... 
",1
870,"insanin bogazini dügümleyen bir film. herkesin izlemesi gereken bir film. babalar da sever ama belli etmez..... 
",1
871,"savasi elestiren bi film eyvallah iide... cok sikici ben pek sevmedim.... 
",0
872,"valla pek bekledigim gibi cikmadi . 
",0
873,"hç böyle bir film beklemiyordum sinemaya girerken ama kurgu oyunculuk mükemmel herkes gitmeli.. 
",1
874,"gerçekten çok ama çok sikici bir film 60. dakikaya kadar zoraki belki biseyler olur diye dayandim ama ben hiç bir sey bulamadim filmde... 
",0
875,"acayip hayal kirikligina ugradigim bi film cem yilmaz dan daha guzel bi film beklerdim tek güldügüm yerler: çanakkale geçilmez ve o ninenin ölümü  
",0
876,".5 vasat üstü bir film sonunu daha iyi baglayabilirlerdi.. artik böyle film yapmayin lütfen.... 
",0
877,"william wallace destanini anlatan bir saheser.. .  mel gibson, hem oyuncu hem yonetmen olarak kusursuz..... . muzikler ise zaten gelmis gecmis en iyi film muzikleri( james horner ustadan). 
",1
878,"süper filmdi neresini begenmediniz. 2. 3. filmi merak ediyom. 
",1
879,"film harika ötesi, denecek baska bir sey yok.oyuncular süper.. 
",1
880,"film gerçekten çok hos...hele ilk yarisi daha sicak...tavsiye ederim.. (azerotth)müzigi not ettiginiz için tessekkürler çok hosuma gitmisti.. 
",1
