text,label
"Mert Hakan ilk 11 dakikada çok aktif başladı, bu sekansta 4 kez sırtını sol taç çizgisine vererek hızlıca oyunu sağa yönlendirdi 20 metrelik toplarla. Bir yerde Goiano bindirmeyi hızlandırdığında bu iş Malatya'nın başına iş açabilir.",0
"bu arada yukarıdaki arkadaşın deyimiyle ""külliye""yi bombalamışlar, ama tutmamış büyük ihtimalle. yakınlarına düşmüş.",0
çok bi girişim yapamadık polis erken müdahale etti yoksa parçalanacaktı haşhaşi hain piç yürek yemiş.,1
Arkadaşım diyo ki bitki çayına şeker atılmaz ee ben nasi attim,0
çok ciddi sayıda amatör maç izledim. şu ilk yardımın faydalı olmadığı tek bir durumla karşılaşmadım,0
an itibariyle digiturk kutusu kendi kendine reset atıyor. her resette bir trt kanalı listeden çıkarılıyor.,0
"sırf sizin kârınız azalacak diye yapılması gereken ekonomik iyileştirme hareketinden uzak durmayın. ekonominin kötüye gitmesi sizi etkilemiyorsa bile itiraz edin, çevrenizi de bu itiraza teşvik edin. sonra ben erdemliyim ben ahlaklıyım ben iyiyim vs diye gezersiniz hem yalan hem iftira olur.",0
"Bu tip durumları olumlayarak downlu bireylerin doğumunu onaylıyorsunuz. Down sendromu anne karnında anlaşılabilen bir 'hastalık'tır, buna sahip insanları topluma kazandırmak güzel bir şey ama hasta bir canlıyı sırf kendi duygusal ve dini tavrınızdan ötürü dünyaya getirmek canice.",0
türkiye 'de en az bir 50 sene boyunca darbe girişimi kesinlikle olmayacaktır. demokrasinin önemi umarım herkes tarafından anlaşılmıştır.,0
Amına koduğumun fareleri anasını kemirdiklerim denize eldiven maskenizi atmayın soyunuzu sopunuzu siktiğimin karınca yiyenleri,1
"türkiye cumhuriyeti devleti'nin adalet sisteminde yargılanıp sonuca bağlanan her davanın kararının hakim tarafından ifade edilirken söze başlama cümlesidir. her resmî karar evrakında da özellikle belirtilir. boşanmadan tutalım en ağır davalara en hafif davalara kadar yargılanmış kişi veya kişilerin hakkındaki kararı heyet ve/veya hakim, yüce türk milleti adına alır ve yine yüce türk milleti adına cezayı infaz ettirir.",0
Neymiş efendim; 5 yaşındaki kız eğer ak partili olacaksa tecavüze uğraması daha iyiymiş.Senin laik beynini sikiyim koduğumun kaşarı. #colpanısıntaner,1
ORADA BİR OROSPU ÇOCUĞU GÜLÜCÜĞÜ VAR GÖRÜYOR MUSUNUZ? YAKALAMANIZ LAZIM ONU. :) BU GÜLÜCÜK İŞTE,1
"Seni kim çağırdı amk, senden menşın beklesem sana menşın atardım siktir git çağırılmadığın yere gelme terbiyesiz karı",1
büyük gün geldi çattı. hayatımda ilk defa yabancı bir dizinin yeni sezonunu bu kadar merak ediyorum.,0
"aslında sürekli kendisine kaçma teklifinde bulunan, kaçmak için yollar arayan arif'e 'havalandırma' gibi sikindirik bir yöntem dışında hiçbir katkıda bulunmamıştır. rendroy tarafından verilen pass card ile dışarı çıktıklarında gittikleri ilk ortamda herkesçe tanındığı, ortamın müdavimlerinden biri olduğu anlaşılmıştır.",0
ben her markayi denedim dizeli bilmem ama benzin icin istisnasiz total en iyi performans. istanbul haramidere istasyonundan aliyorum.,0
akıncılar üssü bombalanıyor şu anda. 2 adet bomba atılmış durumda. muhtemelen darbe jetlerinin havalanmaması için pistlere atılıyordur. jetler çok yakınımızdan geçiyor. korkuyla izliyoruz.,0
"Genelleme yapıyor, TCerkeklerinin özeti diye. ŞEREFSİZ AHLAK YOKSUNU ŞİDDET UYGULAYAN erkeklerin varlığı tüm erkekleri şiddete meyilli şiddet sever yapmaz.  Reverse sexism fucking exists. Erkeklerin bedelli askerlik borcuyla doğmaları, kadınlar evde oturur algısı kadar iğrenç.",1
"dünyanın en eski canlılarından olan ''at nalı yengeci'' nin kanı, bakteri tespit etme kabiliyeti nedeni ile litresi yaklaşık 15.000 dolardan satılmaktadır. mavi renkte olan bu kanın içerisinde bakterilerle yüksek derecede mücadele edebilen ''amebositler'' bulunur.",0
"bunu tüm devlet görevlilerine haykırmak lazım. özellikle de belediye başkanlarına. lan daha dün bana yalvarıyordun oy diye, hizmetkar olacağız diye, bugün koltuğa oturdun ve göremiyoruz bile.",0
"sonra boyle basliklari goruyorum ve merak ediyorum, turkiye'de kadinlar saklaniyor mu?",0
Amına koduğumun oğlunun son görülmesine bak kimlerle sikiştiyse hayır o saatte uyandı mı uyudu mu SEN İMAM MISIN OROSPU ÇOCUĞU,1
amına kodugumun hayatında bir tane mi iyi insana denk gelemiyicez amk,1
"ligin ilk yarısında esen feneri doğradılar göz göre, bir tepki koymadık fenerliler olarak. suç bizde. ali koç başkan da centilmenliğin bu ülkede enayilik sanıldığının lütfen farkına varsın ki seneye enselerinde olduğunu hissettirsin. bu özgüven olursa fener hakkıyla şampiyon olur.",0
"Pos bıyık, parka, üç beş aptalca şiir, bir iki kıytırık köylü romanı, bol miktarda ölü sevici slogandır...",1
"yılanı bir şekilde terste bırakır da üstüne atlarsanız boğazından sıkmak münasebeti ile etkisiz hale getirebilirsiniz, özellikle piton ve anakonda da. ",0
geç gele sebebi operatörün fellik fellik o kişinin sinyalini bulmaya çalışmasıdır...,0
"Fb'nin neden simgesi kanarya bariz belli ya, kitlesinin çoğu kuş beyinli gerisi de tamamem beyinsiz amk ",1
"ingilizce'de hindi ""turkey"", yani ""türk kuşu"" demektir. türkçe'de hindi ""hindi"" yani ""hint kuşu"" demektir. hintçe'de hindi ""peru pakshee"" yani ""peru kuşu"" demektir*",0
Son Bir Türk kalana kadar. İzin vermeyiz amazon pici,1
"Bugün anladım ki bu puşt corona avmlerden çok  cenaze törenlerine daha sık geliyor. Teyzemi hastaneden çıkıp defin edene kadar 30 dakika sürdü. Bütün törenler dahil, üstüne toprak atmak bile!",1
siktir amına koduğumun bedevisi git evin salonunda mangal yap orospu çocuğu seni,1
coğrafya kaderdir tabusunu yıkan adam (ıspanaklı börek ve 1.5 litrelik pet biraya elveda),0
"şimdiki saçma sapan,bir gecede neyin kafasıyla bilinmeden yazılmış şarkılara göre çok daha anlamlı çok daha hissiyatlı şarkılardır.",0
kaplan köpekbalıkları öldürmeye embriyoda başlar.embriyo halindeki yavrular birbirlerini yer. sona kalan doğar.,0
"iki durumda da kazandı sonuç olarak. bu olayın edebiyatı senelerce yeter onlara, yazdıkları mağdur edebiyatı kitabına bir sayfa daha eklediler. tayyip erdoğan bu saatten sonra ne seçimle ne darbeyle yıkılacaktır. muhtemelen döneminin en güçlü zamanlarını sürecek bundan sonraki süreçte.",0
gergin sahnelerde birden girip kaybolan yaylilar yuzunden her an arkadan bir dr. brown firlayacak gibime geliyor.,0
"amına koduğumun eskişehir'inde stüdyolar kapalı. evde de her kayıt alışım sonucu komşularla kavga etmem nedeniyle son 2 ayda 7. kez taşınıyorum yarın. diyorsunuz ya ""abi albüm nerde niye çıkmadı"" diye. albüm emlakçılarda arkadaşlar. ismi de taşınıyorum sanma aq",1
"Amk beyinsiz gericileri, devleti idareden sorumlu hükümete sövmek varken, askerin başında nöbet bekleyen CHP'lilere PKK'lı diyor.",1
Orda bir ibne var vur Bedir..,1
"otomasyon sistemine geçmesiyle tüm teknolojiyi alt üst eden okul. öyle bir okul ki teknoloji işleri kolaylaştıracağına zorlaştırıyor. örneğin geçen seneye kadar ders seçimleri bir kağıt alınıp onun doldurulup banka dekontuyla birlikte verilmesiyle çabucak halledilebilirken,şimdi otomasyon sisteminin sikindirikliğinden ötürü önce kendinizi bir üst sınıfa geçti olarak göstertmeniz gerekiyor ki bu da öğrenci işleri bürosunun önünde 5 saatlik bir sırada bekledikten sonra bile güç bela halledilebiliyor,sonrasında evinize gidip dersleri seçeceksiniz sonrasındaysa dekontu öğrenci işlerine vereceksiniz. yani teknoloji bu okul için yeni çağın nimetlerinden değil kösteklerindendir ki marmara hukuk teknolojiye bile böylesine direnebilmiş bir okuldur. tebrik ediyoruz kendisini.dileğim şudur tanrıdan ki beni bir an evvel bu okulun sınırları dışına atsın,kurtarsın beni bu beladan.(mümkünse elimde diplamamla)",0
gazetecilik hevesiyle programına çıkardığı bakanlara soru sorarken aldığı icazetler arasında geziyordu.,0
sınav dönemini 6 haftaya çıkarmak gibi gereksiz bi işlem yapmış kendisi. şöyle inceleyelim: bir sınav dönemi niye 5 haftadan altı haftaya çıkar? çok dersi olanların dersleri haftalara dha bir rahat yayılsın da çocuklar daha bir rahat çalışsın diye di mi? peki en çok sınavı olan insanlar kimlerdir? alttan ders alanlar...,0
Böyle orospu çocuklarına resmi kanalda işkence edeceksin. İzin verseler kafalarını kör bıçakla keserim amk çocukları.,1
"bugün marttan beri flört ettiğim internet flörtümün adını öğrendim çok büyülü bir gün ama kendisine hep ""sen"" dediğim için şuan adını söylemek çok zor geliyor ve adını bunca zaman gizlediği için şuan ismini bildiğimi kabullenemiyorum",0
"son bir ay içerisinde trt kanallarında, akp’ye 54,5 saat, chp’ye 14 saat, mhp’ye 7.5 saat ve hdp’ye ise üç saat yer verilmişken tam 45 saat görünen her partiye eşit mesafedeki cumhurbaşkanı.",0
asla bir internet karakterine aşık olmamalısınız ve bol bol su içmelisiniz şu dönemde,0
"feto darbesi, kemalist darbe, erdogan darbesi... her turlu darbeye karsiyim. ama ne care ki turkiye'nin yakin zamanda tum bu olumsuzluklardan kurtulusu yok.",0
"twitter'da az önce arkadaşla konuşurken farkına vardım, bunu bilen insan sayısı çok azmış şaştım; umarım ufkunuzu iki katına çıkartır :",0
Ali Koç yakinda biz evet şike yaptık derse şaşırmayın,1
eski yarışmacılar konuşmadı bile amk bunlar ne kadar beyinsiz doldurmuşlar yine her yeri,1
bu bir oyun olsaydı rütbeli subaylar ölmezdi. polisler ölmezdi. bu bir oyun olsaydı ankara bombalanmazdı. şimdi lütfen o fındık beynini çalıştır ve en azından düşünmeyi dene.,0
"zeki kadınlar genelde çok güzel olmazlar. doğanın kanunu bu. tekir kediler cogu kisi tarafindan sevimsiz bulunur ama acaip zekidirler fakat scotish,britishler aptaldirlar fakat güzeldirler.o yüzden evde beslenirler. ben tekir seviciyim.",0
Yemeyi bilmiyorsan yemiyceksin hala kapasite diyo ya her yasağa sesiniz çıkmaz ama nerde bok püsür var onu savunursunuz gerzekler!,1
"forza beşiktaş transfer forumları, kulüp binası önü duyumları",0
"kimi zaman yunan felsefesine taş çıkaracak, kimi zaman fransız edebiyatının en romantik kinayelerini bile geride bırakacak, hoş; hoş olduğu kadar da uzaklarda hatırlandıkça hüzünlendiren sözlerdir.",0
Lan yarrak kafalı o yazdığın telefonu senin götüne sokarım klavye delikanlılığı yapma beynini siktiğimin beyinsizi,1
"kaşar kaşarlıktan, salam salamlıktan, ekmek de ekmeklikten çıktığı için artık eskisi tadı vermeyen kombo.",0
"evlenmiş 100 tane arkadaşım varsa 95'inin düğününe gitmedim. zira hem düğün sevmem hem de takacak altınım, altın alacak param yoktu. şimdi ben evlensem (parantez içinde ??!!????!!!??????) hangisi gelir ki? kimse gelmez. gelen olabilir ama sayısını kimse tahmin edebilemez, gelebilirler deeee gelmeyebilirler de.",0
"Şu amk sitesinde küfür etmeyin diye kaç bin defa söyleyeceğiz be kardeşim. Kas kafamısınız, beyinsiz misiniz anlamıyorum ki amk..",1
"çünkü darbe olunca sadece hükümetin düşürüleceğini sanıp,yarın hiç birşey olmamış gibi işine ya da yürüyüşe gideceğini sanıyor tıpkı benim keriz arkadaşım gibi.",0
senin gibi igrenc birine daha fazla cevap yazamam Allahından bul bir yarısma icin bu kadar düsülmez.,1
"Trump şu an Oval Ofis'te 6. viskisini doldurdu, 10. purosunu yaktı ""koduğumun Çinlileri, şu iş bir geçsin kafanıza yarasa şeklinde atom bombası atacağım"" diye volta atıyor.",1
"birde bu kendini bilmez delivery boy lari her gun 100 kisiyle muhatap oluyorum , amerika’yi en iyi ben biliyorum derler.",0
pedo oluyorsunuz NORMAL bir durum degil senin aklini sikiyim ya,1
"zaten şehirlerarası yürümeye çalışan, zamanla aşk katsayısı artan ve de taraflardan birinin başka bir ülkeye taşınması sonucu ülkelerarası hale dönüşen ilişkinin sonu. ""e kardeşim madem şehirlerarası oluyordu da neden ülkelerarası olmasın"" diyenler içinse ""e kardeşim biraz düşün be"" cevabı uygundur.",0
"Dinle ne alakası var mal herif.Cok dindar bir adam olsaydı,bunu yapmaz ve söylemezdi zaten.Senin gibi cahil cuhela takımından olduğu belli.İkiniz de dini bilmiyorsunuz sonuçta.Senin ondan farkın kör bir cehalet ve bağnazlık içinde bulunman",1
O sikimsonik fan kalbini de yaptım ya.. hira ben cidden değiştin,1
"Türbanlı kasiyer.. İnan ellerinden tutmak gibi bir gayem yok, şu para üstünü verirken maymuna fıstık atar gibi verme ya.",0
"kendi ve ekibiyle her türlü çirkefliği yapan, saha içinde, dışında kavga etmediği kişi kalmayan, al bunu çek diyen hocanın imparator ilan edildiği türk futbolunda, emre mi çirkef kalıyor? ",0
"başlık sahibi kalıbımı basarım ki şu an işsiz olan bir arkadaş. bunun acısıyla açıyor bu başlığı. haksız değil, acısını anlıyorum. ama haklı da değil. çünkü memur ve emekli her krizden etkilenir. hayat memur ve emekli için de zorlaşır, alım gücü onlar için de azalır, endişe onlar için de artış gösterir.",0
"Bizim berber Pote, Visca falan anlatmadan arkaları hayatta toplayamaz",0
hayirli olsun canim yarrak gibi olmus,1
"biri gelecek bir eliyle iki arka ayağı sıkıca tutacak, diğer eliyle iki ön bacsğı manyakçasına sıkıca tutacak acıtmadan, o arada kesicen. ben çoğu zaman arka ayak tırnaklarını kesmiyorum. önler mahvediyor çünkü.",0
Empati kurup seni anlamaya  çalışırdım ama durduk yere orospu olmayalım şimdi,1
"georgia eyaletinde arabadan yola cop atmanin maksimum cezasi. ""bu ne ya bunu mu ezberleyecegim?"" diye gecistirip, ilk ehliyet bilgi sinavinda o sorudan cakmistim. ikinciye ezberleyip gittim. $imdi sorsan hatirlamam.",0
"Çomar tayfadır o, Z kuşağı olsa duramazsın.",1
"Psikoloji pek çok alt dalı olan, mezuniyet sonrası uzmanlaşmanın elzem olduğu bir alandır. Uzmanlaşacağımız alanı stajlarda, deneylerde, araştırmalarda tanıyıp seçiyoruz. Etkileşimin uygulamanın olmadığı bir eğitimde tanıma seçim mümkün değil.",0
"o küçük azınlık köprüyü kapama, tv kanallarını basma, devlet binalarını işgal etme, uçak helikopter kaldırıp, tbmm'yi bombalama planları yapıyorken istihbarat teşkilatı ne yapıyordu?",0
Serena siktir git basimdan darlama beni,1
allah tez zamanda belanızı verir inşallah. aşağılık köpekler.,1
"ankara'da çok başarılı bir yönetim sergiliyor ama bu yönetim başarısını, ülke genelinde takdir görecek noktaya taşımadan, cumhurbaşkanlığı hamlesi yapmaması gerekiyor.",0
"programı izlemeye karşısında gökçek olmasa ben bu herife hayatta oy vermem diyerek başlayan sosyal demokrat babama, helal olsun dedirte dedirte yarım saat geçirtti. oyu helal ettirdi.",0
"absürdlük insanlardadır. ortaya koydukları emniyet süpaplarında değildir. sana hiç yazı yazılmamış a4 kağıdı gibi bir evlilik verirler, onu sen şekillendirirsin, kendi hikayeni sen yazarsın eşinle birlikte.",0
Para için şerefini yedirdin insan be eline sağlık,1
Budistler ayrı beyinsiz amk. Heykeltraşçı heykel yapıyor ona tapıyorlar. Olum heykeltraşçıya tapsana adam senin yaratınıcı yarattı amk,1
şimdi de izmir ve izmirlileri eleştire eleştire bitiremeyen dallamalara sıra geldi. bunlarda da genel olarak ciğere ulaşamayan kedi davranışı seziyorum.,1
Eze'nin maçta yer almak istemediği topu alır almaz hal tavırlarından belliydi. Rakibine saygısı olmayan futbolcunun o sahada işi yok. Umarım Hamza'nın ciddi bir şeyi yoktur çok kötü görünüyordu.,0
Uuiyyy seviyorum mu diyodun sen yerim seni amına koduğumun gereksizi,1
"türkiye insanının karşılaştığı salgınlar karşısında takındığı tutumu, aradan geçen 17 yıla rağmen bir gram değiştirmediğini öğrenmek.gelişime, öğrenmeye ve düşünmeye bu kadar kendini kapatan başka bir millet var mıdır? ",0
kadinlara bakis acisini belli ettikten sonra sakirtlerin korumaya aldigi kisi.,0
"1 haftadır türkiye siyasi tarihi izliyorum. Eskiden ne güzeldi falan diyenlere aldanmayın, türküye hep yarrak gibi bir ülkeymiş",0
"nefes almak amaçlı bir süre ortamdan uzaklaştıktan sonra geriye bakıldığında tekrar başlamanın ne kadar zor olduğu, heyecanın yerini kaygıya, kaygının da yerini korkuya ve üşengeçliğe bıraktığı andır.",0
evet sevgilisi olan bi adamı artık grubunda olmadığı biriyle shiplemen çok saygısızca siktir git bu siteden,1
Kılıçdaroğlu ben iftira atacağım tazminatı siz ödeyeceksiniz diye CHP'de fon kurdu.,0
her zaman ki gibi kirli eller bir masumun kanına girip üstünü örtmek için elinden geleni yapıyor.,0
Anasını siktiğimin ibnesi ilerde kendisine benzer ibneler yetiştirilmesi için algı operasyonu yapıyor.Anasını bacısını siktiğimin ibnesi hangi laiklik kazanacak.İbne olunca laik mi olunuyor.,1
sarkazm yapiyorlar anlamiyorsunuz diyen embesil nerede simdi?,1
"Devlet bence okullara bir psikoloji dersi koymalı ve çocuklara öfke kontrolü, kişisel psikoterapi, transaksiyonel analiz, psikolojik dayanıklılık dersleri vermeli ve her çocuk kendi psikolojisini ve başkalarının psikolojisini bilmeli tanımalı, aileler bunları öğretemiyor çünkü",0
çalışmada yüzlerce çocuk test edilir ve hep aynı sonuçlara varılır. odada yanlarında alice olduğu söylenen çocuklar yalnız kaldıklarında çok daha az hile yapma eğiliminde olduğu gözlemlenir.,0
"simdi pcpartspicker gibi siteler var, hemen hangi cpu hangi mobo ile uyumlu cat cat gosteriyor. zaten artik eskisi kadar uyumsuzluk sorunlari da yok, her sey neredeyse her seyle uyumlu.",0
"ama adam hic anlamaya caba harcamadan gelip ""bunu da ovmeyin"" diyor. ovdugum yok ki zaten? fav toplamak icin kendinizi maymun etmeyin $urada.",0
"Kafasına sıkılacak pici, dramatize ettiniz ya yatacak yeriniz yok.",1
arkadaşlar söylenecek cok şey var ama bir komplo teorisi üretmek istiyorum ;) hulusi akar 8 saattir kurtarildigi iddaa edilir ama esas işin basinda o vardir ve aciklama yapilmasi engellenir.yoksa her saat kurtuldu denen adam neden bir telefon baglantisi yapmaz :),0
"harekatın yıl dönümü vesilesi ile 3 gün önce vefat eden, harekatın önemli isimlerinden emekli hava pilot tümgeneral necdet gençaslan'ı da saygı ve minnetle anıyorum.",0
Ya bu Zeynep ne yiyip içmiş bende istiyorum sıkıntı çıkaran falan olursa vurur öldürürüm,1
"şu an tek isteğim ilber ortaylıyla konuşmak, neden bilmiyorum. bir ahmet mete ışıkara sendromumudur nedir bilmiyorum. hocam neler oluyor demek istiyorum.",0
Senin gibi biri nasıl yalnız olur diyo oluyo işte orospu çocuğu oluyo güven mi bıraktınız insanda,1
"evlilikten sünepeler korkar. şartlarını sunacaksın, kabul edilmezse yol vereceksin. 3 bin lira maaş alırken bir kadın için yüz binlerce lira borcun altına giriyorsan, evlilik sözleşmesi yapmıyorsan o senin ayıbın zaten. memlekette milyonlarca düzgün kadın var; illa ki paraya gereğinden fazla değer vermeyen, ""bir kere evleniyorum"" triplerine girmeyen, hem iyi bir eş hem de iyi bir anne olabilecek biri bulunur. bulamazsan da boş ver, aksi takdirde evliliğin götürüsü getirisinden daha fazla çünkü. sırf bekar kalmamak için evlenen insanların mutluluğunun ömrü birkaç aydan fazla değil.",0
"latinler, bugünkü lazio'ya tekâbül eden bölgede yaşamış olan eski bir italik halk. bağımsız şehir devletlerinde yaşamışlarsa da, ortak bir dilleri, ortak dinî inançları ve yakın akrabalıkları vardı. aeneas'ın kayınpederi latinus'un torunları olduklarına inanırlardı. vikipedi",0
Sıralama turunda 1. olan adam nasıl yarış kaybedebiliyor ya en öndesin trafik yok boş yok AK GİT ya,0
Birileri yüzünden ibne şarabı içiyoruz...,1
Haklısın içimizdeki TC kimlikli Ermeni Rum dölü olanlarla bizde gurur duymuyoruz.,1
anadolu’da sümerlerden sonra hititlerden önce başka bir medeniyetin yaşadığını öğrenmem. faydalı bir zincir.,0
çok uzun zaman sonra birine ilgi duyunca insanın düştüğü korkunç bi ikilem var: çok kısa sürecek bi duygusal tatmin için kalbimin bi kere daha kırılmasına izin mi vereyim yoksa beynimin hala çalıştığını kanıtlamak için kaçayım mı,0
anlamadigim genelkurmay komutani hangi ara kurtulduda basina bildiri yazdi hazirlandi verileri elde etti. ay herseyi tiyatro gibi saniyesi saniyesine planlamislar bizim salak halkta yine aptallıgı ile destan yazıyor,0
2011-2012 sezonunun 34 haftalık kısmını 30 maçta 13 gol 5 asist istatistiğiyle bitirerek özellikle üç büyüklerin yabancı forvetlerine göre daha iyi bir performans sergilemiştir.,0
"sabancı vakfı’nın bu yıl 5.’sini düzenlediği kısa film yarışması’nın 2020 yılı başvuruları başladı. “iklim değişikliğini kim çekiyor?” sloganı ile yola çıkan ve teması; “değişen iklimler, değişen hayatlar” olan yarışmaya http://www.kisafilmuzunetki.org  adresinden başvurabilirsiniz.",0
Bir büyük topçu bir youngsterle bir takım ne kadar değişebilir... bir şey mi yaptın sen ya kendine... yakışmış...,0
Lan sabah sabah tivitimin altına gelmiş y.rrağının reklamını yapıyor. Mına koduğumun erkek orspusu yaa.. Şurda namusumuzla duygu ve düşüncelerimizi paylaşamayacak mıyız..? Yeter artık bu erkek teröründen gına geldi. Hamısını silkfiğimin sik kafalısı ya küfür orucumu bozdurdu,1
"ancak bunu yedirirler mi, kac defa sayim yapilir ve ne hileler doner bilmiyorum. bu yuzden ekrem imamoglu cikip bastan aciklama yapti, ilgilileri bastan uyardi, zeki adam vesselam.",0
beşiktaşa gelebilebilirmişmiş. ben vatan gazetesinin yalancısıyım o da haber türkün yalancısı. ramazan günü toptan günaha giriyoruz yani.,0
amk Kürtleri hemen duyar yapacaklar ya buluyorlar böyle tivitleri,1
"Meseleleri camileri,inanclari,tarihleri vs. degil. Dertleri sadece Ataturk ve Cumhuriyet degerleriyle hesaplasmak. Siyasal islam copluktur arkadaslar",1
Bu sene survivorun benzetilmediği platform kalmadı kısmetse olur oldu exatlon oldu sıra süper lige mi geldi amk,1
taksim meydandaki kizilkayalar epey iyi ama asiri sarimsak basiyorlar.bambi fena degildi ama onu da artik begenmiyorum. istanbulda sunu hakkiyla yapan neresi var acaba? bilemiyorum,0
"Evet, günlerdir çaba gösteriyoruz. Çünkü bazı şeyleri bizim kadar sizlerinde anlamasını bekliyoruz. Bu alandaki tüm bireyler durumun ciddiyetinin farkında sizlerinde bir an önce farkına varmasını bekliyoruz",0
"Kadına yönelik şiddetle mücadelede en büyük sorumluluk biz yöneticilerin. Sadece kadınlara sosyal, psikolojik, hukuksal destek sağlayarak değil; şiddeti önlemek için adil ve eşit bir toplum vurgusunu yaşamın her alanına yaymalıyız. #İstanbulSözleşmesi bunun en güçlü dayanağıdır.",0
"burs çekilişini storysinde paylaşanları “beyinsiz, gerizekalı amk” gibi yorumlayanlara şey demek istiyorum. farkında mısınız eğitim üzerine yapılıyor ve belki de cidden ihtiyacı olan birine gidecek. saçma iphone çekilişlerine sesiniz çıkmadı bunu neden bu kadar abarttınız cidden?",1
Resmi dili arapça olan ülkelerde 1 tane Türkçe tabela yoksa ben de ülkemde 1 tane arapça tabela görmek istemiyorum hemşerim.! Sikerim şamını da arabınıda...,1
"ah siktir, aşağılık kompleksimi bastıracak kadar öylesin hem de",1
"birinci dünya savaşını kazansak da hiç bir şeyin değişmeyeceğini, kaderimizin neden baştan yazıldığını açıklayan bir yazı:",0
"Oğlum bak cahiller,tekkelerini siktiklerim. Gelin izmir çiğlideyim. Gelin sizi aydınlatıyım sonra 2 posta dayağımı da yiyin siktir olun gidin nasil fikir?",1
"Taksime yolunuz düşerse #KavuşmaDurağı na bekliyoruz. Kültür, sanat, mimari, tasarım ve tarih buluşmaları ile meydanı bambaşka açıdan seyretmek için platformumuz sürekli ve herkese açık.",0
"Bu kadar orospu çocuğu varken, Biz rakı içtik diye mi cehenneme gidicez? ",1
"bu para devlet temsilcilerinin cebinden çıkmadığına ve asla çıkamayacağına göre iban gönderen ""yardım edin noooluurrr"" mesajlarının ne işe yaradığı bir kez daha belli oldu.",0
"microsoft translate gereksizinden kurtulup, çeviri de google translate kullanmaya başlamışlar. en azından google'ın yapay zekası ile çeviriler daha mantıklı bir hal alacak.",0
APTAL OROSPU COCU ATALARIMIZIN DA SAÇI KISAYDI ZATEN ÜSTÜNE BUNU SÖYLEYEN DİNDARLAR SAÇ UZATMANIN SÜNNET OLDUĞUNDAN BİHABER,1
"trafik kazasında bacaklarını kaybetmiş kişinin mutluluğu 10/1 diyelim, milli piyangodan büyük ikramiye çıkan kişinin mutluluk oranı da 10/10 diyelim. yapılan araştırmada 1 sene sonra bu 2 kişinin mutluluk oranları durumları aynı kalsa dahi aynı seviyeye geliyormuş.",0
bakın bu hayat orospu çocuklarının yaşayacağı hayat bundan çok eminim,1
Çok beyinsiz arkadaşlarım var amk kurtulmam lazım bi,1
"salgının ilginç bir boyutu var, dönüp yaşadığımız düzene bakmamızı sağlıyor.",0
Harbi beyinsiz amk 96 oncesiyle sonrasi bir mi. Ppye bak amk leşi,1
"2014 yerel seçimlerinde istanbul'da chp'nin ak parti'nin elinden aldığı tek ilçe olan beylikdüzü'ndeki seçim zaferinin mimarı, 5 yıl içerisinde hayata geçirdiği projelerle birlikte istanbul'un en başarılı ilçe belediye başkanı olan kişidir.",0
ama artik gecti o devirler. hainler yine ba$a gelip parsel parsel satip dagitacaksa o ulke icin olmenin bir anlami yok.,0
hayatımda gördüğüm en acı verici en ağrılı günümü yaşatan berbat hastalık. voltaren ağrısını kesmiyormuş bu da tecrübeyle sabittir.,0
"Çok Orospu(afedersiniz) gördük, biraz da ADAM seyredelim, İnşaAllah ADAMLIK bulaşır belki...",1
Önce yazı yazmayı öğren kuduz. Zaten tek bildiğiniz anaya baciya küfür etmek AMK acizleri. Kudurunca yapabilecek başka birseyiniz yok çünkü dimi. Siktigimin beyinsizi,1
"bakın yüzde 10 değil yüzde 1000 zam yapsa, bir çivi bile çakmasa, yine de aday olduğu sürece oyum ekrem imamoğlu'na. çünkü ben çomarlığın dayanılmaz hafifliğini yaşamak istiyorum. biraz da ben bu hazzı elde edeyim.",1
"Bu sabah instagramda 15 dakika geçirdim ve ortalama güzellikteki zayıf bir kız olarak kendime güvenimi kaybettim. Aynaya bakınca yüzümdeki ve vücudumdaki kusurlar gözüme çarptı, çatlaklarıma baktım ve 2 aydır geçmedikleri için ağladım. Sonuç, instagrama girmeme kararı aldım.",0
"o vakitler kutsal roma cermen imparatorluğu'na bağlı olan nice şehrini osmanlı işgalinden çırılçıplak soyunarak kurtaran kadın: catherine segurane, nâm-ı diğer aziz catherine!",0
"Knk zayıf erkeklere orospu evladı muamelesi yapıp, kilolu kadınları ve vücudu deformasyona uğrașmıș veya vücut bütünlüğünü kaybetmiș herhangi birini Twitterda semavi varlık klasmanına yükselten aptal kitle bunlar.",1
gülen cemaatinin son kozudur. tayyip yok. fuatavni yok. sözlük yavaş. darbeye girişen asker gördüğüm kadarıyla az.,0
adam seni meşru görmüş ve eleştiriyor. aleviliği de senin bir kolun olarak gördüğü için zaten eleştirmiş oluyor.,0
ahahahhahajsjdjdkdjdhagaggahajskdkdkfkfjdjsjsjsjsjsjjsjs lan aylin karısı sana yakıştırdım nedense amk,1
"""Hollanda Ligi lig değil oradan adam istemem"" diyen karar merciilerimize ligdeki 18 takımdan 11'inde Hollanda'da kariyerine başlamış oyuncu bulunması şoku. Üstelik 6'sı direkt ilk 6.",0
işsiz orospu çocuğu ya her yerde bir de. Kerem denen yarrak kafası 1 bu amcık hoşafı 2. Engellese de yorumunu görmesem piçin. ENGELLE BENŞ OROSPUCOCUGU,1
